Date,Symbol,Series,Close,Prev_Close,Traded_Qty,Delivery_Qty,Delivery_Percent
2021-09-14,HCLTECH,EQ,1238.65,1208.4,5593286,3339205,59.7
2021-09-14,HDFC,EQ,2818.05,2849.8,2238463,1238079,55.31
2021-09-14,HDFCAMC,EQ,3268.9,3302.05,298333,104178,34.92
2021-09-14,HDFCBANK,EQ,1548.55,1555.55,4879253,3748148,76.82
2021-09-14,HDFCLIFE,EQ,739.2,734.9,1974670,1161336,58.81
2021-09-14,HEROMOTOCO,EQ,2851.7,2789.8,880592,358095,40.67
2021-09-14,HINDALCO,EQ,477.95,478.35,15253798,8939862,58.61
2021-09-14,HINDCOPPER,EQ,126.0,124.6,5772261,1826016,31.63
2021-09-14,HINDPETRO,EQ,274.15,270.65,3211837,1502777,46.79
2021-09-14,HINDUNILVR,EQ,2762.55,2786.35,1755061,1252787,71.38
2021-09-14,IBULHSGFIN,EQ,239.3,228.95,11315150,3735387,33.01
2021-09-14,ICICIBANK,EQ,707.45,707.4,5241865,2897308,55.27
2021-09-14,ICICIGI,EQ,1614.7,1636.85,1148377,701558,61.09
2021-09-14,ICICIPRULI,EQ,689.9,693.4,630884,220076,34.88
2021-09-14,IDEA,EQ,8.7,7.95,776770515,225885043,29.08
2021-09-14,IDFC,EQ,54.85,56.6,24932674,13385763,53.69
2021-09-14,IDFCFIRSTB,EQ,47.95,46.85,23597971,7472764,31.67
2021-09-14,IEX,EQ,586.3,592.75,4587084,1184195,25.82
2021-09-14,IGL,EQ,587.0,591.45,3871669,1069535,27.62
2021-09-14,INDHOTEL,EQ,153.9,154.1,2832309,1061968,37.49
2021-09-14,INDIACEM,EQ,181.35,178.65,1261406,431237,34.19
2021-09-14,INDIAMART,EQ,8776.5,8705.9,157515,19950,12.67
2021-09-14,INDIGO,EQ,1943.0,1897.7,639673,254740,39.82
2021-09-14,INDUSINDBK,EQ,1036.6,996.3,7838383,4155548,53.02
2021-09-14,INDUSTOWER,EQ,246.25,238.85,6010556,1365134,22.71
2021-09-14,INFY,EQ,1686.15,1691.9,4945167,3829313,77.44
2021-09-14,INTELLECT,EQ,643.2,643.7,172327,125134,72.61
2021-09-14,IOC,EQ,115.25,114.0,9235074,4112639,44.53
2021-09-14,IPCALAB,EQ,2637.5,2596.15,228828,63077,27.57
2021-09-14,IRCTC,EQ,3738.45,3435.75,11821825,1409524,11.92
2021-09-14,ITC,EQ,216.1,214.15,19621849,9221721,47.0
2021-09-14,JINDALSTEL,EQ,401.1,403.5,5800969,1653685,28.51
2021-09-14,JKCEMENT,EQ,3391.9,3472.95,51215,28016,54.7
2021-09-14,JSWSTEEL,EQ,693.65,694.4,3185808,888958,27.9
2021-09-14,JUBLFOOD,EQ,4116.0,4135.2,371034,162933,43.91
2021-09-14,KOTAKBANK,EQ,1867.75,1840.05,4168080,2619984,62.86
2021-09-14,L&TFH,EQ,86.15,85.2,4426166,1655488,37.4
2021-09-14,LALPATHLAB,EQ,4141.7,4170.45,93877,35419,37.73
2021-09-14,LAURUSLABS,EQ,651.15,645.7,3124016,1137785,36.42
2021-09-14,LICHSGFIN,EQ,419.6,419.55,1971764,925857,46.96
2021-09-14,LT,EQ,1696.45,1671.7,1407269,756723,53.77
2021-09-14,LTTS,EQ,4544.0,4373.25,648024,130924,20.2
2021-09-14,LUPIN,EQ,982.65,984.1,660129,354330,53.68
2021-09-14,M&M,EQ,750.2,745.55,3089381,2018292,65.33
